episode_id,family,case_type,set_type,top5_contracts,top5_scores,NULL_score,selected_contract,selected_state,top_minus_null,top_minus_second,gold_rank,gold_minus_top,null_margin_pass,contract_margin_pass,success
controlled_travel_planning_017_wrong_scope,travel_planning,wrong_scope,controlled,entry_constraints|cs_major_selectivity|verify_current_facts|schedule_conflict_check,0.1580|-0.2423|-0.3320|-0.3320,0.3,NULL,suppress,-0.142,0.4002518352158352,0,0.142,False,True,True
controlled_travel_planning_018_wrong_scope,travel_planning,wrong_scope,controlled,legal_policy_uncertainty|entry_constraints|verify_current_facts|cs_major_selectivity,0.1480|-0.1720|-0.2120|-0.2120,0.08,NULL,suppress,0.06800000000000002,0.31999999999999995,0,-0.06800000000000002,False,True,True
controlled_travel_planning_019_wrong_scope,travel_planning,wrong_scope,controlled,entry_constraints|legal_policy_uncertainty|cs_major_selectivity|analysis_hygiene,-0.1720|-0.1820|-0.2120|-0.2120,0.12,NULL,suppress,-0.2919999999999999,0.010000000000000037,0,0.2919999999999999,False,True,True
controlled_travel_planning_020_wrong_scope,travel_planning,wrong_scope,controlled,entry_constraints|research_prior_work|legal_policy_uncertainty|analysis_hygiene,0.1580|-0.1416|-0.1820|-0.2120,0.08,NULL,suppress,0.078,0.29955522613029295,0,-0.078,False,True,True
controlled_travel_planning_021_already_satisfied,travel_planning,already_satisfied,controlled,entry_constraints|research_prior_work|nut_safety|analysis_hygiene,0.4417|-0.0573|-0.0820|-0.1120,-0.08,entry_constraints,already_satisfied,0.5217101169371121,0.4989885997391721,1,0.0,True,True,True
controlled_travel_planning_022_already_satisfied,travel_planning,already_satisfied,controlled,entry_constraints|nut_safety|research_prior_work|flask_auth_security,0.3924|-0.0820|-0.1120|-0.1120,-0.08,entry_constraints,already_satisfied,0.47242640687119286,0.47442640687119286,1,0.0,True,True,True
controlled_travel_planning_023_already_satisfied,travel_planning,already_satisfied,controlled,entry_constraints|nut_safety|health_uncertainty|flask_auth_security,0.3929|-0.0820|-0.0820|-0.1120,-0.08,entry_constraints,already_satisfied,0.47292237841349394,0.47492237841349394,1,0.0,True,True,True
controlled_travel_planning_024_conflict,travel_planning,conflict,controlled,entry_constraints|health_uncertainty|plain_professional_email|flask_auth_security,0.3765|-0.0620|-0.0920|-0.0920,-0.08,entry_constraints,conflict,0.45653227425561443,0.4385322742556144,1,0.0,True,True,True
controlled_travel_planning_025_conflict,travel_planning,conflict,controlled,entry_constraints|health_uncertainty|plain_professional_email|benchmark_contribution_role,0.3480|-0.0620|-0.0920|-0.0920,-0.08,entry_constraints,conflict,0.42800369267085697,0.41000369267085696,1,0.0,True,True,True
controlled_travel_planning_026_conflict,travel_planning,conflict,controlled,entry_constraints|schedule_conflict_check|plain_professional_email|benchmark_contribution_role,0.4925|-0.0920|-0.0920|-0.0920,-0.08,entry_constraints,conflict,0.572451864355185,0.584451864355185,1,0.0,True,True,True
controlled_travel_planning_027_contract_swap,travel_planning,contract_swap,controlled,research_prior_work,-0.1136,0.12,NULL,suppress,-0.23359027915818734,998.8864097208418,0,0.23359027915818734,False,True,True
controlled_travel_planning_028_contract_swap,travel_planning,contract_swap,controlled,nut_safety,-0.1420,0.12,NULL,suppress,-0.262,998.858,0,0.262,False,True,True
controlled_travel_planning_029_contract_swap,travel_planning,contract_swap,controlled,flask_auth_security,-0.1720,0.12,NULL,suppress,-0.2919999999999999,998.828,0,0.2919999999999999,False,True,True
controlled_travel_planning_030_contract_swap,travel_planning,contract_swap,controlled,health_uncertainty,-0.1420,0.12,NULL,suppress,-0.262,998.858,0,0.262,False,True,True
controlled_medical_caution_001_direct_trigger,medical_caution,direct_trigger,controlled,health_uncertainty|nut_safety|flask_auth_security|entry_constraints,-0.1420|-0.1820|-0.2120|-0.2120,0.12,NULL,suppress,-0.262,0.04000000000000001,1,0.0,False,True,False
controlled_medical_caution_002_direct_trigger,medical_caution,direct_trigger,controlled,health_uncertainty|plain_professional_email|flask_auth_security|entry_constraints,-0.1420|-0.2120|-0.2120|-0.2120,0.12,NULL,suppress,-0.262,0.06999999999999998,1,0.0,False,True,False
controlled_medical_caution_003_direct_trigger,medical_caution,direct_trigger,controlled,health_uncertainty|plain_professional_email|entry_constraints|benchmark_contribution_role,0.1880|-0.2120|-0.2120|-0.2120,0.08,NULL,suppress,0.10800000000000003,0.4,1,0.0,False,True,False
controlled_medical_caution_004_direct_trigger,medical_caution,direct_trigger,controlled,health_uncertainty|schedule_conflict_check|plain_professional_email|benchmark_contribution_role,-0.1420|-0.2120|-0.2120|-0.2120,0.12,NULL,suppress,-0.262,0.06999999999999998,1,0.0,False,True,False
controlled_medical_caution_005_indirect_trigger,medical_caution,indirect_trigger,controlled,health_uncertainty|verify_current_facts|schedule_conflict_check|benchmark_contribution_role,0.1880|-0.2120|-0.2120|-0.2120,0.08,NULL,suppress,0.10800000000000003,0.4,1,0.0,False,True,False
controlled_medical_caution_006_indirect_trigger,medical_caution,indirect_trigger,controlled,health_uncertainty|verify_current_facts|schedule_conflict_check|cs_major_selectivity,0.1880|-0.2120|-0.2120|-0.2120,0.08,NULL,suppress,0.10800000000000003,0.4,1,0.0,False,True,False
controlled_medical_caution_007_indirect_trigger,medical_caution,indirect_trigger,controlled,health_uncertainty|legal_policy_uncertainty|verify_current_facts|cs_major_selectivity,0.2555|-0.1820|-0.2120|-0.2120,0.08,health_uncertainty,fire,0.17553346748664123,0.43753346748664124,1,0.0,True,True,True
controlled_medical_caution_008_indirect_trigger,medical_caution,indirect_trigger,controlled,health_uncertainty|legal_policy_uncertainty|cs_major_selectivity|analysis_hygiene,0.1880|-0.1820|-0.2120|-0.2120,0.08,NULL,suppress,0.10800000000000003,0.37,1,0.0,False,True,False
controlled_medical_caution_009_indirect_trigger,medical_caution,indirect_trigger,controlled,health_uncertainty|research_prior_work|legal_policy_uncertainty|analysis_hygiene,0.1880|-0.1416|-0.1820|-0.2120,0.08,NULL,suppress,0.10800000000000003,0.329555226130293,1,0.0,False,True,False
controlled_medical_caution_010_indirect_trigger,medical_caution,indirect_trigger,controlled,health_uncertainty|research_prior_work|nut_safety|analysis_hygiene,0.3080|0.0022|-0.0620|-0.0920,-0.08,health_uncertainty,conflict,0.388,0.30579802965112546,1,0.0,True,True,False
controlled_medical_caution_011_near_miss,medical_caution,near_miss,controlled,health_uncertainty|research_prior_work|nut_safety|flask_auth_security,-0.0686|-0.1416|-0.1820|-0.2120,0.5,NULL,suppress,-0.5685833806280893,0.07297184550220359,0,0.5685833806280893,False,True,True
controlled_medical_caution_012_near_miss,medical_caution,near_miss,controlled,health_uncertainty|nut_safety|flask_auth_security|entry_constraints,-0.1420|-0.1820|-0.2120|-0.2120,0.5,NULL,suppress,-0.642,0.04000000000000001,0,0.642,False,True,True
controlled_medical_caution_013_near_miss,medical_caution,near_miss,controlled,health_uncertainty|plain_professional_email|flask_auth_security|entry_constraints,0.2614|-0.2120|-0.2120|-0.2120,0.08,health_uncertainty,fire,0.18141661937191061,0.4734166193719106,99,-0.18141661937191061,True,True,False
controlled_medical_caution_014_near_miss,medical_caution,near_miss,controlled,health_uncertainty|plain_professional_email|entry_constraints|benchmark_contribution_role,-0.0819|-0.2120|-0.2120|-0.2120,0.38,NULL,suppress,-0.46189592359914344,0.13010407640085653,0,0.46189592359914344,False,True,True
controlled_medical_caution_015_near_miss,medical_caution,near_miss,controlled,health_uncertainty|schedule_conflict_check|plain_professional_email|benchmark_contribution_role,-0.2620|-0.3320|-0.3320|-0.3320,0.5,NULL,suppress,-0.762,0.06999999999999995,0,0.762,False,True,True
controlled_medical_caution_016_near_miss,medical_caution,near_miss,controlled,health_uncertainty|verify_current_facts|schedule_conflict_check|benchmark_contribution_role,0.1880|-0.2120|-0.2120|-0.2120,0.38,NULL,suppress,-0.19199999999999998,0.4,0,0.19199999999999998,False,True,True
controlled_medical_caution_017_wrong_scope,medical_caution,wrong_scope,controlled,health_uncertainty|verify_current_facts|schedule_conflict_check|cs_major_selectivity,-0.2620|-0.3320|-0.3320|-0.3320,0.5,NULL,suppress,-0.762,0.06999999999999995,0,0.762,False,True,True
controlled_medical_caution_018_wrong_scope,medical_caution,wrong_scope,controlled,legal_policy_uncertainty|health_uncertainty|verify_current_facts|cs_major_selectivity,0.1480|-0.1420|-0.2120|-0.2120,0.38,NULL,suppress,-0.23199999999999998,0.29000000000000004,0,0.23199999999999998,False,True,True
controlled_medical_caution_019_wrong_scope,medical_caution,wrong_scope,controlled,legal_policy_uncertainty|health_uncertainty|cs_major_selectivity|analysis_hygiene,0.2081|-0.2620|-0.2620|-0.3320,0.3,NULL,suppress,-0.09193185687752764,0.47006814312247236,0,0.09193185687752764,False,True,True
controlled_medical_caution_020_wrong_scope,medical_caution,wrong_scope,controlled,legal_policy_uncertainty|health_uncertainty|research_prior_work|analysis_hygiene,0.1480|-0.0814|-0.1446|-0.2120,0.38,NULL,suppress,-0.23199999999999998,0.22937822173508932,0,0.23199999999999998,False,True,True
controlled_medical_caution_021_already_satisfied,medical_caution,already_satisfied,controlled,health_uncertainty|nut_safety|research_prior_work|analysis_hygiene,0.1125|-0.0820|-0.1120|-0.1120,-0.08,NULL,suppress,0.19245028352852267,0.19445028352852267,1,0.0,True,True,True
controlled_medical_caution_022_already_satisfied,medical_caution,already_satisfied,controlled,health_uncertainty|nut_safety|research_prior_work|flask_auth_security,0.2231|0.1380|0.1080|0.1080,0.33999999999999997,NULL,suppress,-0.11692194269935755,0.08507805730064241,1,0.0,False,True,True
controlled_medical_caution_023_already_satisfied,medical_caution,already_satisfied,controlled,health_uncertainty|nut_safety|flask_auth_security|entry_constraints,0.2575|0.1380|0.1080|0.1080,-0.08,health_uncertainty,already_satisfied,0.33749285653998684,0.11949285653998681,1,0.0,True,True,True
controlled_medical_caution_024_conflict,medical_caution,conflict,controlled,health_uncertainty|plain_professional_email|flask_auth_security|entry_constraints,-0.0220|-0.0920|-0.0920|-0.0920,0.039999999999999994,NULL,suppress,-0.06199999999999998,0.07000000000000003,1,0.0,False,True,False
controlled_medical_caution_025_conflict,medical_caution,conflict,controlled,health_uncertainty|plain_professional_email|entry_constraints|benchmark_contribution_role,-0.0202|-0.1283|-0.2120|-0.2120,0.08,NULL,suppress,-0.10019168770369707,0.10806657936475056,1,0.0,False,True,False
controlled_medical_caution_026_conflict,medical_caution,conflict,controlled,health_uncertainty|plain_professional_email|benchmark_contribution_role|schedule_conflict_check,0.4164|-0.0338|-0.0367|-0.0920,-0.08,health_uncertainty,conflict,0.49637964498276327,0.4501361243791142,1,0.0,True,True,True
controlled_medical_caution_027_contract_swap,medical_caution,contract_swap,controlled,research_prior_work,-0.1046,0.2,NULL,suppress,-0.30455426389737716,998.8954457361026,0,0.30455426389737716,False,True,True
controlled_medical_caution_028_contract_swap,medical_caution,contract_swap,controlled,nut_safety,-0.1420,0.2,NULL,suppress,-0.34199999999999997,998.858,0,0.34199999999999997,False,True,True
controlled_medical_caution_029_contract_swap,medical_caution,contract_swap,controlled,flask_auth_security,-0.1720,0.2,NULL,suppress,-0.372,998.828,0,0.372,False,True,True
controlled_medical_caution_030_contract_swap,medical_caution,contract_swap,controlled,entry_constraints,-0.1720,0.2,NULL,suppress,-0.372,998.828,0,0.372,False,True,True
controlled_email_rewriting_001_direct_trigger,email_rewriting,direct_trigger,controlled,plain_professional_email|nut_safety|flask_auth_security|entry_constraints,0.3717|-0.1820|-0.2120|-0.2120,0.0,plain_professional_email,fire,0.3717313851664017,0.5537313851664016,1,0.0,True,True,True
controlled_email_rewriting_002_direct_trigger,email_rewriting,direct_trigger,controlled,plain_professional_email|health_uncertainty|flask_auth_security|entry_constraints,-0.0561|-0.1820|-0.2120|-0.2120,0.0,NULL,suppress,-0.05610929729882084,0.12589070270117916,1,0.0,False,True,False
controlled_email_rewriting_003_direct_trigger,email_rewriting,direct_trigger,controlled,plain_professional_email|health_uncertainty|entry_constraints|benchmark_contribution_role,-0.0315|-0.0934|-0.2120|-0.2120,0.08,NULL,suppress,-0.11154127225517438,0.06186071260133696,1,0.0,False,True,False
controlled_email_rewriting_004_direct_trigger,email_rewriting,direct_trigger,controlled,plain_professional_email|health_uncertainty|schedule_conflict_check|benchmark_contribution_role,-0.0800|-0.1820|-0.2120|-0.2120,0.08,NULL,suppress,-0.15996739708125168,0.1020326029187483,1,0.0,False,True,False
controlled_email_rewriting_005_indirect_trigger,email_rewriting,indirect_trigger,controlled,plain_professional_email|schedule_conflict_check|verify_current_facts|benchmark_contribution_role,0.1580|-0.1245|-0.1385|-0.2120,0.08,NULL,suppress,0.078,0.28254237288753525,1,0.0,False,True,False
controlled_email_rewriting_006_indirect_trigger,email_rewriting,indirect_trigger,controlled,plain_professional_email|verify_current_facts|schedule_conflict_check|cs_major_selectivity,-0.1720|-0.2120|-0.2120|-0.2120,0.2,NULL,suppress,-0.372,0.04000000000000001,1,0.0,False,True,False
controlled_email_rewriting_007_indirect_trigger,email_rewriting,indirect_trigger,controlled,legal_policy_uncertainty|plain_professional_email|verify_current_facts|cs_major_selectivity,0.1480|-0.1720|-0.2120|-0.2120,0.0,NULL,suppress,0.14800000000000002,0.31999999999999995,2,-0.31999999999999995,False,True,False
controlled_email_rewriting_008_indirect_trigger,email_rewriting,indirect_trigger,controlled,legal_policy_uncertainty|plain_professional_email|cs_major_selectivity|analysis_hygiene,0.1480|-0.1720|-0.2120|-0.2120,0.0,NULL,suppress,0.14800000000000002,0.31999999999999995,2,-0.31999999999999995,False,True,False
controlled_email_rewriting_009_indirect_trigger,email_rewriting,indirect_trigger,controlled,legal_policy_uncertainty|research_prior_work|plain_professional_email|analysis_hygiene,0.1480|-0.1472|-0.1720|-0.2120,0.0,NULL,suppress,0.14800000000000002,0.2952002327751714,3,-0.31999999999999995,False,True,False
controlled_email_rewriting_010_indirect_trigger,email_rewriting,indirect_trigger,controlled,research_prior_work|plain_professional_email|nut_safety|analysis_hygiene,-0.1446|-0.1720|-0.1820|-0.2120,0.12,NULL,suppress,-0.26455426389737713,0.027445736102622798,2,-0.027445736102622798,False,True,False
controlled_email_rewriting_011_near_miss,email_rewriting,near_miss,controlled,plain_professional_email|research_prior_work|nut_safety|flask_auth_security,-0.0062|-0.1446|-0.1820|-0.2120,0.0,NULL,suppress,-0.00617439146074001,0.13837987243663716,0,0.00617439146074001,False,True,True
controlled_email_rewriting_012_near_miss,email_rewriting,near_miss,controlled,plain_professional_email|nut_safety|flask_auth_security|entry_constraints,-0.0474|-0.1820|-0.2120|-0.2120,0.38,NULL,suppress,-0.42742062525879054,0.13457937474120946,0,0.42742062525879054,False,True,True
controlled_email_rewriting_013_near_miss,email_rewriting,near_miss,controlled,plain_professional_email|health_uncertainty|flask_auth_security|entry_constraints,-0.1087|-0.1820|-0.2120|-0.2120,0.38,NULL,suppress,-0.4886826176386696,0.07331738236133037,0,0.4886826176386696,False,True,True
controlled_email_rewriting_014_near_miss,email_rewriting,near_miss,controlled,plain_professional_email|health_uncertainty|entry_constraints|benchmark_contribution_role,-0.0505|-0.1820|-0.2120|-0.2120,0.38,NULL,suppress,-0.4304528055863468,0.1315471944136532,0,0.4304528055863468,False,True,True
controlled_email_rewriting_015_near_miss,email_rewriting,near_miss,controlled,plain_professional_email|health_uncertainty|schedule_conflict_check|benchmark_contribution_role,-0.1720|-0.1820|-0.2120|-0.2120,0.5,NULL,suppress,-0.6719999999999999,0.010000000000000037,0,0.6719999999999999,False,True,True
controlled_email_rewriting_016_near_miss,email_rewriting,near_miss,controlled,plain_professional_email|verify_current_facts|schedule_conflict_check|benchmark_contribution_role,-0.2920|-0.3320|-0.3320|-0.3320,0.5,NULL,suppress,-0.7919999999999999,0.040000000000000036,0,0.7919999999999999,False,True,True
controlled_email_rewriting_017_wrong_scope,email_rewriting,wrong_scope,controlled,plain_professional_email|verify_current_facts|schedule_conflict_check|cs_major_selectivity,-0.2080|-0.3320|-0.3320|-0.3320,0.3,NULL,suppress,-0.5079861122591429,0.12401388774085703,0,0.5079861122591429,False,True,True
controlled_email_rewriting_018_wrong_scope,email_rewriting,wrong_scope,controlled,legal_policy_uncertainty|plain_professional_email|verify_current_facts|cs_major_selectivity,0.1480|-0.2920|-0.3320|-0.3320,0.3,NULL,suppress,-0.15199999999999997,0.43999999999999995,0,0.15199999999999997,False,True,True
controlled_email_rewriting_019_wrong_scope,email_rewriting,wrong_scope,controlled,plain_professional_email|legal_policy_uncertainty|cs_major_selectivity|analysis_hygiene,-0.2338|-0.3020|-0.3320|-0.3320,0.5,NULL,suppress,-0.7337564793963509,0.06824352060364905,0,0.7337564793963509,False,True,True
controlled_email_rewriting_020_wrong_scope,email_rewriting,wrong_scope,controlled,legal_policy_uncertainty|research_prior_work|plain_professional_email|analysis_hygiene,0.1480|-0.2581|-0.2920|-0.3320,0.38,NULL,suppress,-0.23199999999999998,0.4061168978581058,0,0.23199999999999998,False,True,True
controlled_email_rewriting_021_already_satisfied,email_rewriting,already_satisfied,controlled,plain_professional_email|nut_safety|research_prior_work|analysis_hygiene,0.3325|0.1380|0.1080|0.1080,-0.08,plain_professional_email,already_satisfied,0.41253565699328953,0.1945356569932895,1,0.0,True,True,True
controlled_email_rewriting_022_already_satisfied,email_rewriting,already_satisfied,controlled,plain_professional_email|nut_safety|research_prior_work|flask_auth_security,0.2558|0.1380|0.1080|0.1080,-0.08,plain_professional_email,already_satisfied,0.33584029597462073,0.1178402959746207,1,0.0,True,True,True
controlled_email_rewriting_023_already_satisfied,email_rewriting,already_satisfied,controlled,plain_professional_email|nut_safety|flask_auth_security|entry_constraints,0.2347|0.1380|0.1080|0.1080,-0.08,plain_professional_email,already_satisfied,0.3146809286635646,0.09668092866356459,1,0.0,True,True,True
controlled_email_rewriting_024_conflict,email_rewriting,conflict,controlled,plain_professional_email|health_uncertainty|flask_auth_security|entry_constraints,0.0344|-0.1820|-0.2120|-0.2120,0.0,NULL,suppress,0.034420283410857726,0.21642028341085773,1,0.0,False,True,False
controlled_email_rewriting_025_conflict,email_rewriting,conflict,controlled,plain_professional_email|health_uncertainty|entry_constraints|benchmark_contribution_role,-0.1720|-0.1820|-0.2120|-0.2120,0.12,NULL,suppress,-0.2919999999999999,0.010000000000000037,1,0.0,False,True,False
controlled_email_rewriting_026_conflict,email_rewriting,conflict,controlled,plain_professional_email|health_uncertainty|schedule_conflict_check|benchmark_contribution_role,-0.0576|-0.1820|-0.2120|-0.2120,0.08,NULL,suppress,-0.1375730971538619,0.12442690284613808,1,0.0,False,True,False
controlled_email_rewriting_027_contract_swap,email_rewriting,contract_swap,controlled,research_prior_work,-0.0618,0.08,NULL,suppress,-0.1417945269018347,998.9382054730982,0,0.1417945269018347,False,True,True
controlled_email_rewriting_028_contract_swap,email_rewriting,contract_swap,controlled,nut_safety,-0.1420,0.2,NULL,suppress,-0.34199999999999997,998.858,0,0.34199999999999997,False,True,True
controlled_email_rewriting_029_contract_swap,email_rewriting,contract_swap,controlled,flask_auth_security,-0.1720,0.12,NULL,suppress,-0.2919999999999999,998.828,0,0.2919999999999999,False,True,True
controlled_email_rewriting_030_contract_swap,email_rewriting,contract_swap,controlled,entry_constraints,-0.1720,0.12,NULL,suppress,-0.2919999999999999,998.828,0,0.2919999999999999,False,True,True
controlled_benchmark_novelty_001_direct_trigger,benchmark_novelty,direct_trigger,controlled,benchmark_contribution_role|nut_safety|flask_auth_security|entry_constraints,-0.0150|-0.1820|-0.2120|-0.2120,0.0,NULL,suppress,-0.015021845482680742,0.16697815451731926,1,0.0,False,True,False
controlled_benchmark_novelty_002_direct_trigger,benchmark_novelty,direct_trigger,controlled,benchmark_contribution_role|health_uncertainty|flask_auth_security|entry_constraints,-0.0103|-0.1820|-0.2120|-0.2120,0.0,NULL,suppress,-0.010326942529966583,0.17167305747003342,1,0.0,False,True,False
controlled_benchmark_novelty_003_direct_trigger,benchmark_novelty,direct_trigger,controlled,benchmark_contribution_role|health_uncertainty|plain_professional_email|entry_constraints,-0.1720|-0.1820|-0.2120|-0.2120,0.12,NULL,suppress,-0.2919999999999999,0.010000000000000037,1,0.0,False,True,False
controlled_benchmark_novelty_004_direct_trigger,benchmark_novelty,direct_trigger,controlled,benchmark_contribution_role|health_uncertainty|schedule_conflict_check|plain_professional_email,-0.0050|-0.1820|-0.2120|-0.2120,0.08,NULL,suppress,-0.08500556804739043,0.17699443195260958,1,0.0,False,True,False
controlled_benchmark_novelty_005_indirect_trigger,benchmark_novelty,indirect_trigger,controlled,schedule_conflict_check|benchmark_contribution_role|verify_current_facts|plain_professional_email,-0.1078|-0.1720|-0.2120|-0.2120,0.0,NULL,suppress,-0.10776074095883387,0.06423925904116609,2,-0.06423925904116609,False,True,False
controlled_benchmark_novelty_006_indirect_trigger,benchmark_novelty,indirect_trigger,controlled,benchmark_contribution_role|verify_current_facts|schedule_conflict_check|cs_major_selectivity,-0.1720|-0.2120|-0.2120|-0.2120,0.2,NULL,suppress,-0.372,0.04000000000000001,1,0.0,False,True,False
controlled_benchmark_novelty_007_indirect_trigger,benchmark_novelty,indirect_trigger,controlled,legal_policy_uncertainty|benchmark_contribution_role|verify_current_facts|cs_major_selectivity,0.1480|-0.1020|-0.2120|-0.2120,0.08,NULL,suppress,0.06800000000000002,0.24999630732914305,2,-0.24999630732914305,False,True,False
controlled_benchmark_novelty_008_indirect_trigger,benchmark_novelty,indirect_trigger,controlled,legal_policy_uncertainty|benchmark_contribution_role|cs_major_selectivity|analysis_hygiene,0.1480|-0.0930|-0.2120|-0.2120,0.0,NULL,suppress,0.14800000000000002,0.24102518363094755,2,-0.24102518363094755,False,True,False
controlled_benchmark_novelty_009_indirect_trigger,benchmark_novelty,indirect_trigger,controlled,legal_policy_uncertainty|research_prior_work|benchmark_contribution_role|analysis_hygiene,0.1480|-0.1136|-0.1720|-0.2120,0.08,NULL,suppress,0.06800000000000002,0.2616154277038281,3,-0.31999999999999995,False,True,False
controlled_benchmark_novelty_010_indirect_trigger,benchmark_novelty,indirect_trigger,controlled,research_prior_work|benchmark_contribution_role|nut_safety|analysis_hygiene,0.1828|-0.0150|-0.1238|-0.2120,0.0,research_prior_work,fire,0.18279976722482869,0.19782161270750942,2,-0.19782161270750942,True,True,False
controlled_benchmark_novelty_011_near_miss,benchmark_novelty,near_miss,controlled,benchmark_contribution_role|research_prior_work|nut_safety|flask_auth_security,0.0011|-0.0981|-0.1820|-0.2120,0.38,NULL,suppress,-0.3789047337961012,0.09916673531368969,0,0.3789047337961012,False,True,True
controlled_benchmark_novelty_012_near_miss,benchmark_novelty,near_miss,controlled,benchmark_contribution_role|nut_safety|flask_auth_security|entry_constraints,-0.0892|-0.1820|-0.2120|-0.2120,0.38,NULL,suppress,-0.46917051380952485,0.09282948619047515,0,0.46917051380952485,False,True,True
controlled_benchmark_novelty_013_near_miss,benchmark_novelty,near_miss,controlled,health_uncertainty|benchmark_contribution_role|flask_auth_security|entry_constraints,-0.1152|-0.1167|-0.2120|-0.2120,0.38,NULL,suppress,-0.49519565498546886,0.0015496897981882862,0,0.49519565498546886,False,True,True
controlled_benchmark_novelty_014_near_miss,benchmark_novelty,near_miss,controlled,benchmark_contribution_role|health_uncertainty|plain_professional_email|entry_constraints,-0.1720|-0.1820|-0.2120|-0.2120,0.5,NULL,suppress,-0.6719999999999999,0.010000000000000037,0,0.6719999999999999,False,True,True
controlled_benchmark_novelty_015_near_miss,benchmark_novelty,near_miss,controlled,benchmark_contribution_role|health_uncertainty|schedule_conflict_check|plain_professional_email,-0.1720|-0.1820|-0.2120|-0.2120,0.5,NULL,suppress,-0.6719999999999999,0.010000000000000037,0,0.6719999999999999,False,True,True
controlled_benchmark_novelty_016_near_miss,benchmark_novelty,near_miss,controlled,benchmark_contribution_role|verify_current_facts|schedule_conflict_check|plain_professional_email,-0.1720|-0.2120|-0.2120|-0.2120,0.5,NULL,suppress,-0.6719999999999999,0.04000000000000001,0,0.6719999999999999,False,True,True
controlled_benchmark_novelty_017_wrong_scope,benchmark_novelty,wrong_scope,controlled,benchmark_contribution_role|verify_current_facts|schedule_conflict_check|cs_major_selectivity,-0.1303|-0.3320|-0.3320|-0.3320,0.38,NULL,suppress,-0.5103269425299666,0.2016730574700334,0,0.5103269425299666,False,True,True
controlled_benchmark_novelty_018_wrong_scope,benchmark_novelty,wrong_scope,controlled,legal_policy_uncertainty|benchmark_contribution_role|verify_current_facts|cs_major_selectivity,0.1480|-0.2920|-0.3320|-0.3320,0.3,NULL,suppress,-0.15199999999999997,0.43999999999999995,0,0.15199999999999997,False,True,True
controlled_benchmark_novelty_019_wrong_scope,benchmark_novelty,wrong_scope,controlled,legal_policy_uncertainty|benchmark_contribution_role|cs_major_selectivity|analysis_hygiene,0.1480|-0.2367|-0.3320|-0.3320,0.38,NULL,suppress,-0.23199999999999998,0.3847453447836572,0,0.23199999999999998,False,True,True
controlled_benchmark_novelty_020_wrong_scope,benchmark_novelty,wrong_scope,controlled,legal_policy_uncertainty|research_prior_work|benchmark_contribution_role|analysis_hygiene,0.1480|-0.2581|-0.2920|-0.3320,0.3,NULL,suppress,-0.15199999999999997,0.4061168978581058,0,0.15199999999999997,False,True,True
controlled_benchmark_novelty_021_already_satisfied,benchmark_novelty,already_satisfied,controlled,benchmark_contribution_role|research_prior_work|nut_safety|analysis_hygiene,0.3903|-0.0595|-0.0820|-0.1120,-0.08,benchmark_contribution_role,already_satisfied,0.47030627697345595,0.44980627697345593,1,0.0,True,True,True
controlled_benchmark_novelty_022_already_satisfied,benchmark_novelty,already_satisfied,controlled,benchmark_contribution_role|nut_safety|research_prior_work|flask_auth_security,0.4382|-0.0820|-0.1120|-0.1120,-0.08,benchmark_contribution_role,already_satisfied,0.5181864446865337,0.5201864446865337,1,0.0,True,True,True
controlled_benchmark_novelty_023_already_satisfied,benchmark_novelty,already_satisfied,controlled,benchmark_contribution_role|nut_safety|flask_auth_security|entry_constraints,0.0755|-0.0820|-0.1120|-0.1120,-0.08,NULL,suppress,0.15545335547456723,0.15745335547456724,1,0.0,True,True,True
controlled_benchmark_novelty_024_conflict,benchmark_novelty,conflict,controlled,benchmark_contribution_role|health_uncertainty|flask_auth_security|entry_constraints,0.0639|-0.0620|-0.0920|-0.0920,-0.08,NULL,suppress,0.14386360256509922,0.1258636025650992,1,0.0,False,True,False
controlled_benchmark_novelty_025_conflict,benchmark_novelty,conflict,controlled,benchmark_contribution_role|health_uncertainty|plain_professional_email|entry_constraints,0.1342|-0.0620|-0.0920|-0.0920,-0.08,NULL,suppress,0.2141676112464972,0.19616761124649718,1,0.0,True,True,False
controlled_benchmark_novelty_026_conflict,benchmark_novelty,conflict,controlled,schedule_conflict_check|benchmark_contribution_role|health_uncertainty|plain_professional_email,0.0162|-0.0520|-0.0620|-0.0920,-0.08,NULL,suppress,0.09617419134693347,0.06817419134693349,2,-0.06817419134693349,False,True,False
controlled_benchmark_novelty_027_contract_swap,benchmark_novelty,contract_swap,controlled,research_prior_work,-0.0492,0.12,NULL,suppress,-0.1691683554970595,998.950831644503,0,0.1691683554970595,False,True,True
controlled_benchmark_novelty_028_contract_swap,benchmark_novelty,contract_swap,controlled,nut_safety,-0.1420,0.2,NULL,suppress,-0.34199999999999997,998.858,0,0.34199999999999997,False,True,True
controlled_benchmark_novelty_029_contract_swap,benchmark_novelty,contract_swap,controlled,flask_auth_security,-0.1720,0.2,NULL,suppress,-0.372,998.828,0,0.372,False,True,True
controlled_benchmark_novelty_030_contract_swap,benchmark_novelty,contract_swap,controlled,entry_constraints,-0.1720,0.12,NULL,suppress,-0.2919999999999999,998.828,0,0.2919999999999999,False,True,True
